,Business Name,Address,Phone Number,Timings
0,Amrit Sweets,"Scf 78, Mohali Stadium Rd, opposite Telephone Exchange, Phase 5, Sector 59, Sahibzada Ajit Singh Nagar, Punjab 160059 ",091452 39000 ,"Saturday, 8 am to 10:30 pm; Sunday, 8 am to 10:30 pm; Monday, 8 am to 10:30 pm; Tuesday, 8 am to 10:30 pm; Wednesday (Gandhi Jayanti), 8 am to 10:30 pm, Hours might differ; Thursday, 8 am to 10:30 pm; Friday, 8 am to 10:30 pm. Hide open hours for the week"
